p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
3.07E-73,0.473885178,0.16,0.133,9.27E-69,cd4_tcells,SESN3
3.27E-73,-0.581659092,0.061,0.23,9.87E-69,cd4_tcells,PPAP2A
3.52E-73,-0.44629151,0.033,0.178,1.06E-68,cd4_tcells,LHFP
3.67E-73,0.252691792,0.306,0.326,1.11E-68,cd4_tcells,SRSF2
3.90E-73,-0.324983838,0.046,0.185,1.18E-68,cd4_tcells,CTSF
4.09E-73,-0.43127705,0.028,0.167,1.24E-68,cd4_tcells,PLXNB2
4.90E-73,0.565792244,0.222,0.109,1.48E-68,cd4_tcells,1-Sep
5.06E-73,-0.379354138,0.029,0.169,1.53E-68,cd4_tcells,IL1R1
5.20E-73,0.388759444,0.268,0.246,1.57E-68,cd4_tcells,TMEM123
5.52E-73,0.521615322,0.228,0.136,1.67E-68,cd4_tcells,CDC42SE2
5.78E-73,-0.567929905,0.042,0.2,1.75E-68,cd4_tcells,CYR61
6.29E-73,-0.254480908,0.235,0.418,1.90E-68,cd4_tcells,HSPA5
6.41E-73,-0.277537495,0.08,0.219,1.94E-68,cd4_tcells,AKR1A1
6.55E-73,-0.378901832,0.056,0.211,1.98E-68,cd4_tcells,FAM127A
6.97E-73,0.564673086,0.251,0.121,2.11E-68,cd4_tcells,RAC2
9.97E-73,0.250442762,0.379,0.414,3.01E-68,cd4_tcells,MT-ATP8
1.04E-72,0.624282847,0.189,0.074,3.13E-68,cd4_tcells,CLEC2D
1.10E-72,0.268346009,0.226,0.251,3.32E-68,cd4_tcells,APRT
1.32E-72,0.434064357,0.23,0.198,3.98E-68,cd4_tcells,WHSC1L1
1.60E-72,-0.610568184,0.055,0.217,4.83E-68,cd4_tcells,DEFB1
2.03E-72,-0.641147339,0.065,0.223,6.15E-68,cd4_tcells,IER3
2.53E-72,-0.400759136,0.025,0.161,7.64E-68,cd4_tcells,EPB41L1
7.19E-72,-0.30482462,0.093,0.245,2.17E-67,cd4_tcells,HM13
8.37E-72,-0.296192684,0.126,0.293,2.53E-67,cd4_tcells,TXN
8.40E-72,-0.466377858,0.04,0.188,2.54E-67,cd4_tcells,LTBP2
9.39E-72,0.284143565,0.321,0.345,2.84E-67,cd4_tcells,CFLAR
9.46E-72,-0.582389909,0.097,0.274,2.86E-67,cd4_tcells,C11ORF96
1.06E-71,-0.373282368,0.096,0.265,3.21E-67,cd4_tcells,MEF2A
1.59E-71,0.283982772,0.21,0.233,4.81E-67,cd4_tcells,TAF7
1.89E-71,0.25275887,0.271,0.307,5.71E-67,cd4_tcells,ITSN2
2.02E-71,-0.328006663,0.042,0.18,6.11E-67,cd4_tcells,UGDH
2.23E-71,-0.313553996,0.057,0.202,6.74E-67,cd4_tcells,AHCYL1
2.97E-71,0.333330389,0.219,0.216,8.98E-67,cd4_tcells,HNRNPA3
3.05E-71,-0.261943237,0.051,0.185,9.22E-67,cd4_tcells,TMED3
3.27E-71,0.371085171,0.802,0.741,9.86E-67,cd4_tcells,MT-ND2
6.01E-71,-0.495505477,0.046,0.189,1.82E-66,cd4_tcells,COL4A1
6.51E-71,-0.266020639,0.301,0.497,1.97E-66,cd4_tcells,PPIB
6.62E-71,-0.441879842,0.019,0.147,2.00E-66,cd4_tcells,PXDN
7.29E-71,-0.501024698,0.031,0.17,2.20E-66,cd4_tcells,PLAU
7.90E-71,0.410079322,0.27,0.237,2.39E-66,cd4_tcells,ELF1
1.08E-70,-0.446555872,0.019,0.15,3.26E-66,cd4_tcells,ZNF503
1.09E-70,-0.3738826,0.023,0.151,3.29E-66,cd4_tcells,PAPLN
1.10E-70,0.42183961,0.35,0.246,3.32E-66,cd4_tcells,LCP1
1.15E-70,0.664919806,0.153,0.042,3.47E-66,cd4_tcells,TRAT1
1.32E-70,0.266593987,0.225,0.243,3.98E-66,cd4_tcells,GGNBP2
1.36E-70,0.524944233,0.276,0.136,4.12E-66,cd4_tcells,RP11-94L15.2
1.48E-70,0.354767512,0.634,0.59,4.48E-66,cd4_tcells,MT-ND1
1.55E-70,-0.391242421,0.076,0.227,4.67E-66,cd4_tcells,MFSD1
1.55E-70,-0.401200395,0.02,0.15,4.68E-66,cd4_tcells,SOD3
1.67E-70,-0.508912869,0.044,0.187,5.04E-66,cd4_tcells,FGL2
1.79E-70,0.496660421,0.257,0.169,5.40E-66,cd4_tcells,STK17A
1.89E-70,0.479219574,0.205,0.166,5.72E-66,cd4_tcells,USP15
2.13E-70,-0.4891722,0.078,0.245,6.44E-66,cd4_tcells,TPPP3
2.15E-70,-0.423055046,0.032,0.172,6.49E-66,cd4_tcells,PDGFRB
2.35E-70,0.316708965,0.238,0.245,7.09E-66,cd4_tcells,USP16
2.38E-70,-0.351240503,0.04,0.177,7.19E-66,cd4_tcells,TCEAL3
2.38E-70,-0.314654077,0.065,0.215,7.20E-66,cd4_tcells,GINM1
2.77E-70,0.319044777,0.176,0.182,8.36E-66,cd4_tcells,STX16
3.89E-70,-0.543618418,0.035,0.18,1.18E-65,cd4_tcells,HLA-DOA
3.98E-70,-0.424372625,0.029,0.17,1.20E-65,cd4_tcells,FAM49A
3.98E-70,-0.404849466,0.178,0.345,1.20E-65,cd4_tcells,CTSS
7.23E-70,-0.338666291,0.028,0.153,2.18E-65,cd4_tcells,EHD2
8.88E-70,0.421703031,0.257,0.22,2.68E-65,cd4_tcells,NOP58
1.00E-69,0.319650691,0.159,0.159,3.02E-65,cd4_tcells,ATP8B2
1.14E-69,-0.402401632,0.111,0.281,3.45E-65,cd4_tcells,HERPUD1
1.21E-69,0.48415884,0.218,0.157,3.65E-65,cd4_tcells,SIGIRR
1.71E-69,0.585723383,0.193,0.079,5.17E-65,cd4_tcells,CD247
2.03E-69,-0.412459722,0.04,0.185,6.14E-65,cd4_tcells,WWTR1
2.15E-69,0.294914037,0.216,0.221,6.49E-65,cd4_tcells,IRF3
2.86E-69,0.283930188,0.242,0.266,8.63E-65,cd4_tcells,DHX36
3.09E-69,-0.337720878,0.051,0.195,9.34E-65,cd4_tcells,SIL1
3.37E-69,-0.473017168,0.037,0.185,1.02E-64,cd4_tcells,ZFHX3
3.47E-69,-0.328013974,0.071,0.216,1.05E-64,cd4_tcells,CHID1
3.73E-69,0.316290288,0.228,0.231,1.13E-64,cd4_tcells,RAD21
3.97E-69,0.263172784,0.207,0.232,1.20E-64,cd4_tcells,CREBRF
4.60E-69,-0.352176853,0.029,0.158,1.39E-64,cd4_tcells,CERCAM
6.30E-69,-0.325208589,0.055,0.194,1.90E-64,cd4_tcells,PRKCDBP
7.03E-69,-0.375079313,0.047,0.192,2.12E-64,cd4_tcells,SELENBP1
7.89E-69,0.461579631,0.343,0.266,2.38E-64,cd4_tcells,CELF2
9.17E-69,-0.321750661,0.068,0.213,2.77E-64,cd4_tcells,TRPS1
9.18E-69,-0.354889377,0.058,0.201,2.77E-64,cd4_tcells,COMT
1.15E-68,-0.400922882,0.038,0.179,3.46E-64,cd4_tcells,C2ORF40
1.35E-68,0.530799835,0.273,0.126,4.07E-64,cd4_tcells,CORO1A
3.00E-68,-0.416533424,0.049,0.197,9.06E-64,cd4_tcells,ZMIZ1
3.02E-68,0.583465483,0.196,0.087,9.13E-64,cd4_tcells,CCDC88C
5.06E-68,-0.450848769,0.024,0.15,1.53E-63,cd4_tcells,SLC43A2
5.37E-68,-0.264300803,0.087,0.224,1.62E-63,cd4_tcells,SLC38A10
5.38E-68,0.366418637,0.249,0.239,1.63E-63,cd4_tcells,TAF1D
6.66E-68,-0.358943009,0.042,0.178,2.01E-63,cd4_tcells,DDAH2
8.82E-68,-0.411362314,0.033,0.171,2.66E-63,cd4_tcells,PRCP
9.76E-68,-0.443648935,0.045,0.193,2.95E-63,cd4_tcells,AXL
1.01E-67,-0.358749,0.023,0.15,3.04E-63,cd4_tcells,PLS3
1.05E-67,0.458582357,0.243,0.183,3.17E-63,cd4_tcells,GOLGA8A
1.05E-67,0.267715894,0.227,0.257,3.17E-63,cd4_tcells,IK
1.05E-67,0.359102298,0.245,0.221,3.17E-63,cd4_tcells,SUN2
1.11E-67,0.304926863,0.23,0.25,3.34E-63,cd4_tcells,ZNF292
1.20E-67,-0.457887804,0.024,0.159,3.63E-63,cd4_tcells,NID2
1.26E-67,-0.361827267,0.041,0.179,3.79E-63,cd4_tcells,BMP1
1.69E-67,0.304778179,0.243,0.247,5.10E-63,cd4_tcells,NAP1L4
1.83E-67,-0.417405595,0.023,0.15,5.52E-63,cd4_tcells,LTBR
3.62E-67,-0.378380444,0.022,0.148,1.09E-62,cd4_tcells,SMARCA1
6.05E-67,-0.369401372,0.019,0.146,1.83E-62,cd4_tcells,GPX8
7.54E-67,0.259043245,0.223,0.249,2.28E-62,cd4_tcells,ERAP2
9.99E-67,-0.285082768,0.045,0.171,3.02E-62,cd4_tcells,ARHGEF12
1.08E-66,-0.427883966,0.031,0.166,3.25E-62,cd4_tcells,FAM20C
1.30E-66,-0.395914077,0.014,0.137,3.92E-62,cd4_tcells,OSMR
1.38E-66,-0.390974015,0.063,0.209,4.17E-62,cd4_tcells,ODF3B
1.43E-66,-0.438766364,0.024,0.158,4.31E-62,cd4_tcells,CDH11
1.46E-66,-0.42095037,0.02,0.146,4.42E-62,cd4_tcells,SLC2A5
1.50E-66,-0.276021057,0.207,0.369,4.54E-62,cd4_tcells,TUBA1A
1.64E-66,-0.256962487,0.107,0.257,4.97E-62,cd4_tcells,AP2M1
1.71E-66,-1.005056187,0.092,0.248,5.17E-62,cd4_tcells,CCL4
1.72E-66,-0.263591287,0.122,0.268,5.19E-62,cd4_tcells,FKBP1A
1.95E-66,0.43517415,0.306,0.259,5.89E-62,cd4_tcells,SP110
2.62E-66,-0.395422473,0.057,0.201,7.91E-62,cd4_tcells,GAA
2.72E-66,-0.705911689,0.1,0.255,8.22E-62,cd4_tcells,CHI3L1
2.97E-66,-0.738180838,0.034,0.171,8.98E-62,cd4_tcells,C5AR1
3.17E-66,-0.282197943,0.065,0.201,9.57E-62,cd4_tcells,VEGFB
4.02E-66,-0.406636689,0.023,0.15,1.21E-61,cd4_tcells,TPD52L1
4.39E-66,-0.338589268,0.053,0.193,1.33E-61,cd4_tcells,NBPF1
5.00E-66,-0.5399203,0.033,0.17,1.51E-61,cd4_tcells,CXCL16
6.74E-66,-0.419626899,0.028,0.159,2.04E-61,cd4_tcells,IL13RA1
8.10E-66,-0.379093589,0.028,0.156,2.45E-61,cd4_tcells,SULF1
9.61E-66,-0.376596236,0.029,0.16,2.90E-61,cd4_tcells,CDC42BPA
1.08E-65,0.355844309,0.136,0.12,3.25E-61,cd4_tcells,SNRPN
1.15E-65,-0.394664715,0.041,0.176,3.47E-61,cd4_tcells,METRNL
1.20E-65,-0.483121182,0.03,0.165,3.64E-61,cd4_tcells,COL16A1
1.31E-65,0.254317965,0.212,0.24,3.97E-61,cd4_tcells,SMARCA5
1.32E-65,0.399383558,0.176,0.154,3.98E-61,cd4_tcells,TNRC6C
1.33E-65,0.297082376,0.243,0.255,4.02E-61,cd4_tcells,AC013394.2
1.98E-65,0.554673907,0.129,0.044,5.98E-61,cd4_tcells,RP11-51J9.5
3.51E-65,-0.297983581,0.082,0.225,1.06E-60,cd4_tcells,FAM134B
3.60E-65,-0.2692226,0.082,0.222,1.09E-60,cd4_tcells,AHI1
6.09E-65,-0.428441266,0.483,0.669,1.84E-60,cd4_tcells,MT-RNR1
8.29E-65,-0.715476716,0.051,0.199,2.51E-60,cd4_tcells,MS4A6A
8.67E-65,0.258168267,0.173,0.205,2.62E-60,cd4_tcells,CHURC1
1.77E-64,-0.391387604,0.036,0.166,5.35E-60,cd4_tcells,CREG1
1.97E-64,-0.294459333,0.066,0.205,5.95E-60,cd4_tcells,RDX
2.69E-64,-0.362609177,0.035,0.159,8.13E-60,cd4_tcells,VAT1
2.86E-64,0.251182215,0.176,0.199,8.65E-60,cd4_tcells,BTN3A1
4.51E-64,0.252656623,0.184,0.211,1.36E-59,cd4_tcells,FUBP1
4.72E-64,0.422742114,0.193,0.153,1.43E-59,cd4_tcells,NLRP1
5.34E-64,-0.28598947,0.085,0.225,1.61E-59,cd4_tcells,LTBP4
5.66E-64,0.519015275,0.228,0.124,1.71E-59,cd4_tcells,TMC6
6.22E-64,-0.322553776,0.016,0.13,1.88E-59,cd4_tcells,PROS1
7.37E-64,0.576461282,0.174,0.07,2.23E-59,cd4_tcells,PIM2
8.58E-64,0.264097017,0.226,0.237,2.59E-59,cd4_tcells,U2AF1
1.13E-63,0.266647202,0.229,0.249,3.41E-59,cd4_tcells,WNK1
1.16E-63,0.277151226,0.159,0.169,3.50E-59,cd4_tcells,MT-ND6
1.39E-63,-0.418609361,0.035,0.17,4.20E-59,cd4_tcells,PPFIBP1
1.65E-63,0.392203639,0.181,0.161,4.97E-59,cd4_tcells,ODF2L
1.72E-63,0.397765016,0.13,0.111,5.20E-59,cd4_tcells,HIVEP2
2.02E-63,-0.355242242,0.038,0.163,6.10E-59,cd4_tcells,ACKR3
2.16E-63,-0.38657041,0.018,0.139,6.54E-59,cd4_tcells,LPAR1
2.36E-63,0.302877254,0.226,0.241,7.13E-59,cd4_tcells,CITED2
2.68E-63,-0.372094032,0.02,0.14,8.09E-59,cd4_tcells,PTPRG
2.89E-63,-0.35845747,0.08,0.222,8.72E-59,cd4_tcells,LAP3
3.48E-63,-0.391473783,0.034,0.168,1.05E-58,cd4_tcells,FAM198B
3.56E-63,0.53505571,0.237,0.149,1.08E-58,cd4_tcells,CNTRL
4.02E-63,0.307899749,0.273,0.274,1.21E-58,cd4_tcells,DDX21
5.57E-63,0.526813837,0.216,0.115,1.68E-58,cd4_tcells,CYTIP
5.85E-63,-0.383089992,0.029,0.16,1.77E-58,cd4_tcells,PLOD1
7.07E-63,0.250909308,0.254,0.272,2.13E-58,cd4_tcells,CCND2
7.74E-63,-0.289753666,0.07,0.203,2.34E-58,cd4_tcells,YWHAG
7.74E-63,-0.491131189,0.045,0.188,2.34E-58,cd4_tcells,ID3
8.71E-63,0.529598848,0.104,0.023,2.63E-58,cd4_tcells,TXK
1.57E-62,-0.374725086,0.016,0.133,4.76E-58,cd4_tcells,KREMEN1
1.79E-62,-0.429858939,0.048,0.187,5.40E-58,cd4_tcells,TPM1
2.26E-62,0.558304114,0.196,0.112,6.83E-58,cd4_tcells,CNOT6L
2.32E-62,0.291385929,0.213,0.224,7.01E-58,cd4_tcells,ACAP2
2.89E-62,-0.25275159,0.058,0.181,8.74E-58,cd4_tcells,CSGALNACT1
3.54E-62,-0.399833477,0.018,0.14,1.07E-57,cd4_tcells,SLC29A1
3.75E-62,-0.388283674,0.041,0.175,1.13E-57,cd4_tcells,GNS
4.07E-62,-0.380945182,0.018,0.136,1.23E-57,cd4_tcells,GPC6
4.31E-62,-0.579251961,0.04,0.178,1.30E-57,cd4_tcells,FBLN1
4.70E-62,-0.297683603,0.06,0.186,1.42E-57,cd4_tcells,TGFBR3
5.86E-62,0.452830238,0.185,0.131,1.77E-57,cd4_tcells,ABLIM1
5.88E-62,-0.407588257,0.021,0.145,1.78E-57,cd4_tcells,PDGFD
6.21E-62,-0.286274084,0.056,0.183,1.88E-57,cd4_tcells,ARL2
6.53E-62,-0.288189144,0.018,0.126,1.97E-57,cd4_tcells,KIF13A
7.43E-62,0.388233159,0.208,0.185,2.25E-57,cd4_tcells,GTF3A
7.89E-62,-0.310390712,0.04,0.165,2.38E-57,cd4_tcells,HEG1
1.01E-61,-0.393365665,0.021,0.14,3.07E-57,cd4_tcells,RND3
1.20E-61,0.543973001,0.175,0.07,3.61E-57,cd4_tcells,CYFIP2
1.27E-61,0.513812808,0.25,0.128,3.83E-57,cd4_tcells,ITGAL
1.37E-61,-0.362984634,0.014,0.127,4.14E-57,cd4_tcells,TENC1
1.99E-61,-0.339600613,0.02,0.134,6.00E-57,cd4_tcells,ROBO1
2.02E-61,0.366740151,0.237,0.213,6.10E-57,cd4_tcells,MLLT6
3.02E-61,-0.368608058,0.054,0.193,9.14E-57,cd4_tcells,MT1F
3.31E-61,-0.361319238,0.022,0.142,1.00E-56,cd4_tcells,TEAD1
3.72E-61,-0.459771518,0.049,0.189,1.12E-56,cd4_tcells,KIAA1199
3.77E-61,0.530544605,0.109,0.025,1.14E-56,cd4_tcells,TESPA1
4.28E-61,-0.283764907,0.038,0.158,1.29E-56,cd4_tcells,PGRMC1
4.62E-61,-0.71992455,0.034,0.169,1.39E-56,cd4_tcells,FCGR2B
4.67E-61,0.561487505,0.12,0.034,1.41E-56,cd4_tcells,ICOS
5.53E-61,-0.375941049,0.023,0.144,1.67E-56,cd4_tcells,MARVELD1
5.65E-61,0.405479084,0.191,0.163,1.71E-56,cd4_tcells,ZCCHC11
6.46E-61,-0.294197177,0.03,0.143,1.95E-56,cd4_tcells,ENPP1
6.61E-61,0.455900028,0.166,0.108,2.00E-56,cd4_tcells,RASA2
7.48E-61,-0.335595147,0.031,0.146,2.26E-56,cd4_tcells,MYO6
7.58E-61,0.505855753,0.158,0.071,2.29E-56,cd4_tcells,CD27
7.69E-61,-0.288664994,0.036,0.155,2.32E-56,cd4_tcells,KIAA1377
8.13E-61,-0.587403049,0.034,0.16,2.46E-56,cd4_tcells,ADAMTS1
9.02E-61,-0.375253221,0.052,0.186,2.72E-56,cd4_tcells,ATP6V0A1
9.38E-61,0.276859995,0.205,0.218,2.83E-56,cd4_tcells,SAFB2
9.59E-61,-0.38747298,0.021,0.138,2.90E-56,cd4_tcells,ANK2
1.06E-60,-0.405044317,0.029,0.155,3.21E-56,cd4_tcells,PALMD
1.06E-60,-0.444570313,0.065,0.209,3.21E-56,cd4_tcells,NAMPT
1.26E-60,-0.365633682,0.022,0.142,3.81E-56,cd4_tcells,DLX4
1.44E-60,0.253991912,0.191,0.214,4.35E-56,cd4_tcells,SETD5
1.63E-60,-0.367153563,0.04,0.164,4.92E-56,cd4_tcells,AC079949.1
1.65E-60,-0.286876843,0.06,0.191,4.99E-56,cd4_tcells,C1ORF122
1.87E-60,0.546830875,0.185,0.111,5.64E-56,cd4_tcells,IL6R
2.19E-60,-0.300483218,0.048,0.171,6.60E-56,cd4_tcells,PKD1
2.31E-60,0.310351111,0.205,0.205,6.97E-56,cd4_tcells,VAMP2
2.42E-60,-0.27534965,0.144,0.281,7.31E-56,cd4_tcells,ATP6V0B
2.58E-60,0.35933663,0.222,0.202,7.78E-56,cd4_tcells,EPC1
2.77E-60,-0.305371903,0.039,0.157,8.38E-56,cd4_tcells,CDC42BPB
4.19E-60,-0.526732331,0.032,0.155,1.27E-55,cd4_tcells,LGMN
4.97E-60,-0.537332925,0.107,0.258,1.50E-55,cd4_tcells,HBEGF
5.76E-60,-0.367259719,0.031,0.157,1.74E-55,cd4_tcells,VASN
6.02E-60,-0.339298424,0.026,0.144,1.82E-55,cd4_tcells,PCSK6
6.67E-60,0.584661543,0.213,0.11,2.01E-55,cd4_tcells,GIMAP4
7.62E-60,0.456937272,0.166,0.116,2.30E-55,cd4_tcells,CEP85L
7.89E-60,-0.589749881,0.048,0.186,2.38E-55,cd4_tcells,FCER1G
8.06E-60,0.283916952,0.145,0.146,2.43E-55,cd4_tcells,DYNLT1
9.67E-60,-0.502300954,0.044,0.174,2.92E-55,cd4_tcells,THY1
1.16E-59,-0.404828828,0.044,0.177,3.49E-55,cd4_tcells,NFIL3
1.23E-59,-0.302029958,0.016,0.121,3.71E-55,cd4_tcells,PDGFC
2.22E-59,-0.408984435,0.033,0.159,6.70E-55,cd4_tcells,SEMA3A
2.48E-59,-0.399344151,0.035,0.165,7.49E-55,cd4_tcells,RHOBTB3
2.88E-59,0.582008231,0.127,0.038,8.69E-55,cd4_tcells,FAIM3
3.33E-59,0.254121009,0.188,0.202,1.01E-54,cd4_tcells,CELF1
3.43E-59,-0.274273657,0.08,0.207,1.04E-54,cd4_tcells,BCL6
4.32E-59,-0.41936794,0.028,0.154,1.30E-54,cd4_tcells,PALLD
4.67E-59,0.336675193,0.16,0.163,1.41E-54,cd4_tcells,MSI2
5.29E-59,0.273399544,0.19,0.197,1.60E-54,cd4_tcells,KDM2A
6.19E-59,0.320013978,0.228,0.212,1.87E-54,cd4_tcells,DIAPH1
7.19E-59,-0.280151221,0.018,0.119,2.17E-54,cd4_tcells,KHDRBS3
7.87E-59,-0.282606357,0.104,0.238,2.38E-54,cd4_tcells,PICALM
1.08E-58,-0.276364624,0.043,0.161,3.25E-54,cd4_tcells,CTSO
1.30E-58,0.330720014,0.169,0.153,3.92E-54,cd4_tcells,TMA7
2.77E-58,-0.332167406,0.045,0.165,8.36E-54,cd4_tcells,DAAM1
4.16E-58,-0.28038697,0.03,0.138,1.26E-53,cd4_tcells,HSD3B7
4.48E-58,0.397273615,0.201,0.157,1.35E-53,cd4_tcells,CKLF
4.50E-58,0.586242315,0.182,0.078,1.36E-53,cd4_tcells,SKAP1
4.89E-58,-0.502732626,0.028,0.148,1.48E-53,cd4_tcells,GAS1
5.85E-58,-0.344661871,0.014,0.122,1.77E-53,cd4_tcells,MITF
5.97E-58,0.528658446,0.201,0.112,1.80E-53,cd4_tcells,CASP8
9.91E-58,0.496936571,0.152,0.092,2.99E-53,cd4_tcells,AAK1
1.14E-57,-0.268471999,0.021,0.122,3.44E-53,cd4_tcells,ASAP2
1.59E-57,-0.405245672,0.031,0.155,4.79E-53,cd4_tcells,RIN2
1.60E-57,-0.369232477,0.027,0.145,4.84E-53,cd4_tcells,EMILIN1
1.64E-57,0.471308408,0.156,0.103,4.96E-53,cd4_tcells,ATXN7
1.67E-57,-0.431374466,0.05,0.178,5.03E-53,cd4_tcells,SCO2
2.25E-57,-0.337414846,0.013,0.119,6.81E-53,cd4_tcells,EGFR
2.31E-57,-0.280134772,0.025,0.134,6.99E-53,cd4_tcells,FUCA2
2.48E-57,0.424837737,0.168,0.122,7.49E-53,cd4_tcells,STAT5B
2.90E-57,0.436463914,0.178,0.132,8.75E-53,cd4_tcells,RPS6KA3
3.14E-57,0.412660869,0.101,0.06,9.47E-53,cd4_tcells,LDLRAP1
3.71E-57,0.533562069,0.189,0.106,1.12E-52,cd4_tcells,ISG20
3.92E-57,0.342054787,0.196,0.172,1.18E-52,cd4_tcells,DNMT1
4.45E-57,-0.313972759,0.024,0.131,1.35E-52,cd4_tcells,PTPN14
4.75E-57,0.433896937,0.124,0.076,1.44E-52,cd4_tcells,RPL18A
4.78E-57,-0.406523315,0.023,0.138,1.45E-52,cd4_tcells,MFAP4
5.82E-57,-0.354834466,0.026,0.141,1.76E-52,cd4_tcells,KIAA1217
6.20E-57,-0.296318971,0.02,0.127,1.87E-52,cd4_tcells,CDK14
6.49E-57,-0.327593278,0.017,0.123,1.96E-52,cd4_tcells,RERG
6.63E-57,-0.338068519,0.026,0.138,2.00E-52,cd4_tcells,ST5
6.83E-57,0.568514335,0.151,0.053,2.06E-52,cd4_tcells,BCL2
7.42E-57,0.265841065,0.307,0.332,2.24E-52,cd4_tcells,SNHG5
7.80E-57,-0.388520949,0.037,0.159,2.36E-52,cd4_tcells,TNFSF13B
1.02E-56,0.279317818,0.128,0.138,3.09E-52,cd4_tcells,EIF3F
1.16E-56,-0.454926853,0.033,0.157,3.51E-52,cd4_tcells,RNF130
1.34E-56,0.443107619,0.172,0.143,4.04E-52,cd4_tcells,TOB1
1.68E-56,-0.326056022,0.023,0.133,5.06E-52,cd4_tcells,CDO1
2.19E-56,0.278080471,0.143,0.148,6.62E-52,cd4_tcells,KIAA1109
3.44E-56,-0.284362119,0.03,0.142,1.04E-51,cd4_tcells,SH3D19
3.85E-56,0.568410285,0.171,0.065,1.16E-51,cd4_tcells,RASGRP1
4.21E-56,-0.32091061,0.031,0.145,1.27E-51,cd4_tcells,TCF7L2
4.89E-56,-0.264623153,0.031,0.137,1.48E-51,cd4_tcells,FAM129B
5.15E-56,0.317294708,0.138,0.141,1.55E-51,cd4_tcells,ZNF33A
5.15E-56,0.315768251,0.159,0.16,1.56E-51,cd4_tcells,URI1
5.64E-56,-0.429796133,0.023,0.139,1.70E-51,cd4_tcells,ELN
6.03E-56,0.363456622,0.146,0.146,1.82E-51,cd4_tcells,NOL8
7.72E-56,-0.311380244,0.02,0.128,2.33E-51,cd4_tcells,EML1
7.84E-56,0.262754428,0.213,0.207,2.37E-51,cd4_tcells,RNF149
8.17E-56,0.489534117,0.125,0.058,2.47E-51,cd4_tcells,THEM4
8.70E-56,-0.304999696,0.082,0.205,2.63E-51,cd4_tcells,RAB5C
9.69E-56,0.28152685,0.209,0.232,2.93E-51,cd4_tcells,CEP350
1.05E-55,-0.443421726,0.046,0.173,3.16E-51,cd4_tcells,PLXND1
1.15E-55,-0.277770438,0.046,0.161,3.47E-51,cd4_tcells,SH3PXD2A
1.25E-55,0.426830336,0.159,0.11,3.77E-51,cd4_tcells,SNHG1
1.29E-55,-0.347146658,0.018,0.122,3.90E-51,cd4_tcells,GALNT15
1.55E-55,-0.277949867,0.025,0.132,4.69E-51,cd4_tcells,TMEM45A
1.60E-55,-0.31493684,0.051,0.172,4.84E-51,cd4_tcells,BRI3
1.67E-55,-0.317846158,0.077,0.206,5.04E-51,cd4_tcells,MAP3K8
1.78E-55,-0.266953546,0.093,0.221,5.37E-51,cd4_tcells,ATP6AP1
2.15E-55,0.271267983,0.156,0.179,6.50E-51,cd4_tcells,SMC5
2.26E-55,-0.300347287,0.052,0.174,6.83E-51,cd4_tcells,THBS3
2.45E-55,-0.328298789,0.016,0.12,7.41E-51,cd4_tcells,HRH1
2.76E-55,-0.53899311,0.05,0.173,8.34E-51,cd4_tcells,RASSF4
3.11E-55,-0.408998792,0.018,0.122,9.41E-51,cd4_tcells,MAMDC2
4.15E-55,0.285178677,0.203,0.195,1.25E-50,cd4_tcells,RAP1A
5.01E-55,-0.312759102,0.029,0.138,1.51E-50,cd4_tcells,ANGPTL1
5.05E-55,-0.534231106,0.025,0.141,1.53E-50,cd4_tcells,SERPINA1
5.17E-55,-0.365922109,0.036,0.152,1.56E-50,cd4_tcells,TREM1
5.20E-55,-0.295329102,0.041,0.156,1.57E-50,cd4_tcells,RAB34
6.28E-55,-0.360196822,0.078,0.203,1.90E-50,cd4_tcells,IFNGR1
6.63E-55,0.29214222,0.171,0.174,2.00E-50,cd4_tcells,DDX18
6.65E-55,-0.351973077,0.042,0.165,2.01E-50,cd4_tcells,KIAA0930
7.58E-55,-0.322734831,0.018,0.124,2.29E-50,cd4_tcells,SSPN
7.92E-55,0.312484228,0.336,0.255,2.39E-50,cd4_tcells,GPR183
8.08E-55,0.407058053,0.263,0.213,2.44E-50,cd4_tcells,HMGB2
8.12E-55,0.550722815,0.144,0.053,2.45E-50,cd4_tcells,GIMAP5
8.77E-55,0.282282717,0.149,0.159,2.65E-50,cd4_tcells,ORMDL1
8.83E-55,0.33318185,0.175,0.15,2.67E-50,cd4_tcells,CSNK1G2
9.43E-55,-0.318498125,0.023,0.133,2.85E-50,cd4_tcells,LRRC2
9.92E-55,0.56859247,0.175,0.082,3.00E-50,cd4_tcells,PRKX
9.94E-55,-0.270059019,0.052,0.168,3.00E-50,cd4_tcells,DCTN2
1.03E-54,-0.301879485,0.018,0.122,3.10E-50,cd4_tcells,ALDH1A3
1.04E-54,0.275171558,0.179,0.183,3.14E-50,cd4_tcells,SETD2
1.07E-54,-0.306260802,0.023,0.13,3.24E-50,cd4_tcells,NDN
1.23E-54,-0.328941057,0.021,0.126,3.70E-50,cd4_tcells,GULP1
1.27E-54,-0.318280065,0.028,0.138,3.85E-50,cd4_tcells,MYO1B
1.42E-54,0.432817126,0.243,0.156,4.28E-50,cd4_tcells,ITM2A
1.67E-54,0.392507414,0.298,0.262,5.04E-50,cd4_tcells,FKBP5
1.70E-54,-0.279321008,0.035,0.144,5.12E-50,cd4_tcells,CRYAB
